Mercado,Seleção,Tipo de lance,ID da Aposta,Aposta realizada,,Persistência,Probabilidades req.,Aposta (R$),Responsabilidade (R$),Média de probabilidades correspondidas,Lucro/Prejuízo (R$)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433169213190,23-jun-26 23:00,,C,11,20.00,200.00,11,20.00
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433169264160,23-jun-26 23:01,,C,11.5,19.13,,11.5,(19.13)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433169310029,23-jun-26 23:02,,C,12,18.18,199.98,12,18.18
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433169349271,23-jun-26 23:03,,C,12,18.18,,12,(18.18)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433169591529,23-jun-26 23:09,,C,10.5,21.05,199.98,10.5,21.05
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433169632362,23-jun-26 23:10,,C,9.6,23.02,,9.6,(23.02)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433169689231,23-jun-26 23:11,,C,9,25.00,200.00,9,25.00
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433169894674,23-jun-26 23:15,,C,8.8,25.57,,8.8,(25.57)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433169967973,23-jun-26 23:16,,C,8.8,25.64,199.99,8.8,25.64
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433169974931,23-jun-26 23:16,,C,9,25.07,,9,(25.07)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433170079000,23-jun-26 23:18,,C,8.8,25.64,199.99,8.8,25.64
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433170088519,23-jun-26 23:19,,C,9,25.07,,9,(25.07)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433170623531,23-jun-26 23:31,,C,16,13.33,199.95,16,13.33
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433170633655,23-jun-26 23:31,,C,16.5,12.93,,16.5,(12.93)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433170711907,23-jun-26 23:33,,C,17.5,12.12,199.98,17.5,12.12
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433170719594,23-jun-26 23:33,,C,18,11.78,,18,(11.78)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433170833588,23-jun-26 23:35,,C,20,10.53,200.07,20,10.53
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433170841605,23-jun-26 23:35,,C,20,10.53,,20,(10.53)
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,Contra,433170989195,23-jun-26 23:39,,C,25,8.33,199.92,25,8.33
Futebol / Colômbia x RD Congo / Placar correto,Qualquer outra vitória em casa,A favor,433171037983,23-jun-26 23:40,,C,25,8.33,,25,(8.33)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433169275137,23-jun-26 23:01,,C,7.8,29.41,194.11,7.6,29.41
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433169813967,23-jun-26 23:13,,C,10,22.35,,10,(22.35)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433169932689,23-jun-26 23:15,,C,11,20.00,200.00,11,20.00
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433170816132,23-jun-26 23:35,,C,8.2,26.83,,8.2,(26.83)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433170847688,23-jun-26 23:36,,C,9,25.00,200.00,9,25.00
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433171369722,23-jun-26 23:49,,C,9.4,23.94,,9.4,(23.94)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433172086536,24-jun-26 00:13,,C,16,13.33,199.95,16,13.33
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433172892912,24-jun-26 00:34,,C,12.5,17.06,,12.5,(17.06)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433172991237,24-jun-26 00:36,,C,70,2.90,200.10,70,2.90
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433172996207,24-jun-26 00:36,,C,85,2.38,199.92,85,2.38
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433173046336,24-jun-26 00:38,,C,100,4.05,,100,(4.05)
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,Contra,433173315017,24-jun-26 00:46,,C,390,1.93,750.77,390,1.93
Futebol / Colômbia x RD Congo / Resultado da partida,RD Congo,A favor,433173348668,24-jun-26 00:47,,C,550,1.37,,550,(1.37)
Futebol / Everton-CHI x Universidad Católica-CHI / Resultado da partida,Empate,Contra,433168865219,23-jun-26 22:49,,C,19.5,21.62,399.97,19.5,21.62
Futebol / Everton-CHI x Universidad Católica-CHI / Resultado da partida,Empate,A favor,433168926462,23-jun-26 22:51,,C,24,17.57,,24,(17.57)
Futebol / Everton-CHI x Universidad Católica-CHI / Resultado da partida,Empate,Contra,433168964428,23-jun-26 22:53,,C,27,10.00,260.00,27,10.00
Futebol / Everton-CHI x Universidad Católica-CHI / Resultado da partida,Empate,Contra,433168991806,23-jun-26 22:54,,C,26,0.01,0.25,26,0.01
Futebol / Everton-CHI x Universidad Católica-CHI / Resultado da partida,Empate,A favor,433169109787,23-jun-26 22:57,,C,23,11.26,,24,(11.26)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,Contra,433164853853,23-jun-26 20:46,,C,15,17.14,239.96,15,17.14
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433164858198,23-jun-26 20:46,,C,15.5,14.19,,15.5,(14.19)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433164867197,23-jun-26 20:46,,C,15.5,2.40,,15.5,(2.40)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,Contra,433164914995,23-jun-26 20:47,,C,15.5,16.41,237.94,15.5,16.41
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433164922360,23-jun-26 20:48,,C,16,15.89,,16,(15.89)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,Contra,433165607849,23-jun-26 21:11,,C,18.5,5.00,87.50,18.5,5.00
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433165646204,23-jun-26 21:12,,C,19,4.87,,19,(4.87)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,Contra,433166131480,23-jun-26 21:23,,C,29,8.57,239.96,29,8.57
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433166178398,23-jun-26 21:25,,C,38,3.16,,38,(3.16)
Futebol / América-MG x Criciúma / Resultado da partida,América-MG,A favor,433166196502,23-jun-26 21:25,,C,34,3.78,,34,(3.78)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433162700888,23-jun-26 20:00,,C,6.4,37.04,200.02,6.4,37.04
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433163395172,23-jun-26 20:14,,C,9.2,25.77,,9.2,(25.77)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433163446920,23-jun-26 20:15,,C,9.8,22.73,200.02,9.8,22.73
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433163501591,23-jun-26 20:16,,C,10.5,21.21,,10.5,(21.21)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433163747862,23-jun-26 20:21,,C,12.5,17.39,199.98,12.5,17.39
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433164018177,23-jun-26 20:27,,C,14.5,3.00,,14.5,(3.00)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433164049673,23-jun-26 20:28,,C,14,12.42,,14,(12.42)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433164443133,23-jun-26 20:37,,C,22,9.52,199.92,22,9.52
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433164478806,23-jun-26 20:37,,C,23,9.11,,23,(9.11)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433165737024,23-jun-26 21:14,,C,22,15.86,333.06,22,15.86
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433165858977,23-jun-26 21:16,,C,21,16.61,,21,(16.61)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433165906085,23-jun-26 21:18,,C,21,16.65,333.00,21,16.65
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433165936154,23-jun-26 21:18,,C,21,16.65,,21,(16.65)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433166027258,23-jun-26 21:20,,C,24,14.48,333.04,24,14.48
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433166062954,23-jun-26 21:21,,C,21,16.55,,21,(16.55)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433166240336,23-jun-26 21:26,,C,38,9.00,333.00,38,9.00
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433166255392,23-jun-26 21:27,,C,44,7.77,,44,(7.77)
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,Contra,433166817401,23-jun-26 21:40,,C,150,2.23,332.27,150,2.23
Futebol / Panamá x Croácia / Placar correto,Qualquer Outra Vitória de Visitante,A favor,433166845056,23-jun-26 21:40,,C,170,1.97,,170,(1.97)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433162723992,23-jun-26 20:00,,C,9.2,24.39,200.00,9.2,24.39
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433162809082,23-jun-26 20:02,,C,8.8,25.50,,8.8,(25.50)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433162835430,23-jun-26 20:02,,C,8.8,25.64,199.99,8.8,25.64
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433162849130,23-jun-26 20:02,,C,8.6,26.23,,8.6,(26.23)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433162904065,23-jun-26 20:03,,C,8.6,26.32,200.03,8.6,26.32
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433162955136,23-jun-26 20:05,,C,8.6,26.32,,8.6,(26.32)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433163386292,23-jun-26 20:13,,C,7.6,30.30,199.98,7.6,30.30
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433163444363,23-jun-26 20:15,,C,7.4,31.12,,7.4,(31.12)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433163509472,23-jun-26 20:16,,C,7.4,31.25,200.00,7.4,31.25
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433163587841,23-jun-26 20:18,,C,7.4,31.25,,7.4,(31.25)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433163593149,23-jun-26 20:18,,C,7.4,0.16,1.02,7.4,0.16
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433163608879,23-jun-26 20:18,,C,7.4,31.25,200.00,7.4,31.25
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433163855611,23-jun-26 20:23,,C,6.4,1.00,,6.4,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433163860306,23-jun-26 20:23,,C,6.4,1.00,,6.4,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433163911113,23-jun-26 20:25,,C,6.4,34.32,,6.4,(34.32)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164048512,23-jun-26 20:28,,C,6.6,35.71,199.98,6.6,35.71
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164102876,23-jun-26 20:29,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164117918,23-jun-26 20:30,,C,6.6,34.68,,6.6,(34.68)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164125228,23-jun-26 20:30,,C,6.6,0.18,1.01,6.6,0.18
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164127937,23-jun-26 20:30,,C,6.6,35.71,199.98,6.6,35.71
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164183231,23-jun-26 20:31,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164185080,23-jun-26 20:31,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164192811,23-jun-26 20:31,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164205044,23-jun-26 20:32,,C,6.6,32.80,,6.8,(32.80)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164215377,23-jun-26 20:32,,C,7.2,0.94,5.64,7,0.94
Futebol / Panamá x Croácia / Resultado da partida,Croácia,Contra,433164226371,23-jun-26 20:32,,C,1.7,214.29,150.00,1.7,(150.00)
Futebol / Panamá x Croácia / Resultado da partida,Croácia,A favor,433164245794,23-jun-26 20:33,,C,1.7,214.29,,1.7,150.00
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164250252,23-jun-26 20:33,,C,7,0.17,0.95,6.6,0.17
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164265755,23-jun-26 20:33,,C,7,33.33,199.98,7,33.33
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164326146,23-jun-26 20:34,,C,7,33.49,,7,(33.49)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164364082,23-jun-26 20:35,,C,7.2,32.26,200.01,7.2,32.26
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164738592,23-jun-26 20:43,,C,6.2,37.47,,6.2,(37.47)
Futebol / Panamá x Croácia / Resultado da partida,Croácia,Contra,433164758720,23-jun-26 20:44,,C,1.94,79.79,75.00,1.94,(75.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164765506,23-jun-26 20:44,,C,6.2,38.46,199.99,6.2,38.46
Futebol / Panamá x Croácia / Resultado da partida,Croácia,A favor,433164785811,23-jun-26 20:44,,C,1.91,81.04,,1.91,73.75
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164796855,23-jun-26 20:45,,C,6.4,1.00,,6.4,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164856475,23-jun-26 20:46,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164872119,23-jun-26 20:46,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164873133,23-jun-26 20:46,,C,6.8,1.00,,6.8,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164893630,23-jun-26 20:47,,C,6.2,34.14,,6.2,(34.14)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433164909475,23-jun-26 20:47,,C,6.6,35.71,199.98,6.6,35.71
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433164925814,23-jun-26 20:48,,C,6.6,35.71,,6.6,(35.71)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433165418740,23-jun-26 21:06,,C,6.6,35.71,199.98,6.6,35.71
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433165506186,23-jun-26 21:08,,C,6.8,34.66,,6.8,(34.66)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433165626991,23-jun-26 21:11,,C,6,40.00,200.00,6,40.00
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433165750340,23-jun-26 21:14,,C,25,9.60,,25,(9.60)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433165838194,23-jun-26 21:16,,C,26,16.00,400.00,26,16.00
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433165899841,23-jun-26 21:17,,C,26,16.00,,26,(16.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433165934036,23-jun-26 21:18,,C,27,15.38,399.88,27,15.38
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166033648,23-jun-26 21:21,,C,23,18.05,,23,(18.05)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433166059886,23-jun-26 21:21,,C,29,14.29,400.12,29,14.29
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166371215,23-jun-26 21:30,,C,30,13.82,,30,(13.82)
Futebol / Panamá x Croácia / Resultado da partida,Croácia,A favor,433166447332,23-jun-26 21:32,,C,1.2,16.00,,1.2,3.20
Futebol / Panamá x Croácia / Resultado da partida,Croácia,Contra,433166579705,23-jun-26 21:34,,C,1.19,16.13,3.06,1.19,(3.06)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,Contra,433166737481,23-jun-26 21:38,,C,55,13.89,750.06,55,13.89
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166763266,23-jun-26 21:38,,C,65,1.00,,65,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166763827,23-jun-26 21:38,,C,70,1.00,,70,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166781790,23-jun-26 21:39,,C,65,1.00,,65,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166786865,23-jun-26 21:39,,C,65,1.00,,70,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166787262,23-jun-26 21:39,,C,70,1.00,,70,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166790530,23-jun-26 21:39,,C,75,1.00,,75,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166790916,23-jun-26 21:39,,C,70,1.00,,70,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166792999,23-jun-26 21:39,,C,70,1.00,,70,(1.00)
Futebol / Panamá x Croácia / Resultado da partida,Panamá,A favor,433166805613,23-jun-26 21:39,,C,75,2.78,,75,(2.78)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433156440104,23-jun-26 17:03,,C,4.4,44.12,150.01,4.4,44.12
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433156479170,23-jun-26 17:04,,C,4.8,40.44,,4.8,(40.44)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433156574207,23-jun-26 17:07,,C,5,37.50,150.00,5,37.50
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433156604142,23-jun-26 17:08,,C,5.2,36.06,,5.2,(36.06)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433156827827,23-jun-26 17:13,,C,5.7,31.91,149.98,5.7,31.91
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433156828294,23-jun-26 17:13,,C,5.8,31.25,150.00,5.8,31.25
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433156854005,23-jun-26 17:13,,C,5.8,62.61,,5.8,(62.61)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157150607,23-jun-26 17:19,,C,6,30.00,150.00,6,30.00
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157156758,23-jun-26 17:20,,C,6.2,29.03,,6.2,(29.03)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157221598,23-jun-26 17:21,,C,6.6,26.79,150.02,6.6,26.79
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157275226,23-jun-26 17:22,,C,6.6,26.79,150.02,6.6,26.79
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157284845,23-jun-26 17:22,,C,6.8,52.01,,6.8,(52.01)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157342126,23-jun-26 17:23,,C,7.2,24.19,149.98,7.2,24.19
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157352092,23-jun-26 17:23,,C,7.4,23.44,150.02,7.4,23.44
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157380114,23-jun-26 17:23,,C,7.6,45.74,,7.6,(45.74)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157621783,23-jun-26 17:28,,C,8.6,19.74,150.02,8.6,19.74
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157672946,23-jun-26 17:29,,C,8.6,19.74,,8.6,(19.74)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157700815,23-jun-26 17:30,,C,8.6,19.74,150.02,8.6,19.74
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157702029,23-jun-26 17:30,,C,8.8,19.23,149.99,8.8,19.23
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157793126,23-jun-26 17:32,,C,9.6,35.31,,9.6,(35.31)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433157852096,23-jun-26 17:33,,C,10.5,15.79,150.00,10.5,15.79
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433157903892,23-jun-26 17:34,,C,11.5,14.42,,11.5,(14.42)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158174580,23-jun-26 17:40,,C,16,10.00,150.00,16,10.00
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433158185044,23-jun-26 17:40,,C,16.5,9.69,,16.5,(9.69)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158211248,23-jun-26 17:41,,C,17.5,9.09,149.98,17.5,9.09
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158211724,23-jun-26 17:41,,C,17.5,9.09,149.98,17.5,9.09
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433158218928,23-jun-26 17:41,,C,18,17.68,,18,(17.68)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158461137,23-jun-26 17:46,,C,20,7.89,149.91,20,7.89
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433158543545,23-jun-26 17:47,,C,21,7.51,,21,(7.51)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158628202,23-jun-26 17:49,,C,24,6.52,149.96,24,6.52
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433158631910,23-jun-26 17:49,,C,24,6.52,149.96,24,6.52
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433158704440,23-jun-26 17:51,,C,26,12.04,,26,(12.04)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,Contra,433159546281,23-jun-26 18:20,,C,70,4.83,333.27,70,4.83
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433159550372,23-jun-26 18:20,,C,75,1.02,,75,(1.02)
Futebol / Inglaterra x Gana / Placar correto,Qualquer outra vitória em casa,A favor,433159568157,23-jun-26 18:21,,C,60,4.02,,60,(4.02)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433156500080,23-jun-26 17:05,,C,22,15.86,333.06,22,15.86
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433157346711,23-jun-26 17:23,,C,24,14.54,,24,(14.54)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433157887464,23-jun-26 17:34,,C,22,15.86,333.06,22,15.86
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433158630285,23-jun-26 17:49,,C,15,23.26,,15,(23.26)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159470801,23-jun-26 18:18,,C,14.5,14.81,199.94,14.5,14.81
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433159489872,23-jun-26 18:18,,C,14,15.34,,14,(15.34)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159508364,23-jun-26 18:19,,C,15,14.29,200.06,15,14.29
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433159583922,23-jun-26 18:21,,C,15,14.29,,15,(14.29)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159601145,23-jun-26 18:22,,C,15,14.29,200.06,15,14.29
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433159876235,23-jun-26 18:30,,C,13,16.49,,16,(16.49)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159919034,23-jun-26 18:31,,C,16,13.33,193.28,15.5,13.33
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433159933229,23-jun-26 18:31,,C,16,9.82,,16,(9.82)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159949293,23-jun-26 18:32,,C,16,0.07,1.05,16,0.07
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433159952142,23-jun-26 18:32,,C,16,13.33,199.95,16,13.33
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433159983523,23-jun-26 18:33,,C,16.5,12.99,,16.5,(12.99)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433160126396,23-jun-26 18:37,,C,17.5,12.12,199.98,17.5,12.12
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160181371,23-jun-26 18:39,,C,18,11.79,,18.5,(11.79)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433160500470,23-jun-26 18:47,,C,15.5,13.79,199.96,15.5,13.79
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160509778,23-jun-26 18:47,,C,16,12.99,,16,(12.99)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433160671331,23-jun-26 18:51,,C,19.5,10.81,199.98,19.5,10.81
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160705341,23-jun-26 18:52,,C,20,10.54,,20,(10.54)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,Contra,433160728155,23-jun-26 18:53,,C,19,11.11,199.98,19,11.11
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160772819,23-jun-26 18:54,,C,25,1.00,,25,(1.00)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160780877,23-jun-26 18:55,,C,24,1.00,,24,(1.00)
Futebol / Inglaterra x Gana / Resultado da partida,Gana,A favor,433160788204,23-jun-26 18:55,,C,23,7.04,,23,(7.04)
